Date,Station_Id,Station_Name,Air_Temp_Avg_degF,Air_Temp_Max_degF,Air_Temp_Min_degF,Precip_Accum_in_,Precip_Increment_in,Precip_Increment_Snow_in,Precip_MTD_in,Snow_Depth_in,Snow_Density_pct,Snow_Rain_Ratio
3/2/17,538,Idarado,18,39,3,17.2,0,0,0.1,52,29.8,
3/3/17,538,Idarado,28,48,16,17.2,0,0,0.1,50,31,
3/4/17,538,Idarado,32,46,18,17.2,0,0,0.1,48,32.3,
3/5/17,538,Idarado,34,41,28,17.2,0.1,0.3,0.1,48,32.3,300
3/6/17,538,Idarado,17,29,8,17.3,0.2,0.2,0.2,49,32.2,0
3/7/17,538,Idarado,23,42,0,17.5,0,0,0.4,51,31,
3/8/17,538,Idarado,31,49,21,17.5,0,0.1,0.4,49,32.2,
3/9/17,538,Idarado,34,53,20,17.5,0,0,0.4,48,33.1,
3/10/17,538,Idarado,37,54,25,17.5,0,0,0.4,46,34.6,
3/11/17,538,Idarado,37,52,27,17.5,0,0,0.4,45,35.3,
3/12/17,538,Idarado,36,49,26,17.5,0,0,0.4,44,35.9,
3/13/17,538,Idarado,33,49,22,17.5,0,0,0.4,43,36.7,
3/14/17,538,Idarado,36,55,24,17.5,0,0,0.4,43,36.7,
3/15/17,538,Idarado,40,58,25,17.5,0,0,0.4,42,37.1,
3/16/17,538,Idarado,40,55,29,17.5,0,0,0.4,40,38.2,
3/17/17,538,Idarado,41,57,29,17.5,0,0,0.4,39,37.9,
3/18/17,538,Idarado,42,60,30,17.5,0,0,0.4,38,37.6,
3/19/17,538,Idarado,42,58,30,17.5,0,0,0.4,37,37.6,
3/20/17,538,Idarado,42,57,31,17.5,0,0,0.4,35,39.1,
3/21/17,538,Idarado,42,56,31,17.5,0,0,0.4,35,38.6,
3/22/17,538,Idarado,44,53,35,17.5,0,0,0.4,33,39.7,
3/23/17,538,Idarado,34,43,29,17.5,0.9,1.1,0.4,32,39.7,122
3/24/17,538,Idarado,31,44,22,18.4,0.4,0.5,1.3,44,31.4,125
3/25/17,538,Idarado,34,51,20,18.8,0.3,0.3,1.7,42,34,67
3/26/17,538,Idarado,33,43,25,19.1,0.3,0.4,2,42,34.5,133
3/27/17,538,Idarado,33,47,24,19.4,0.6,0.6,2.3,41,36.3,67
3/28/17,538,Idarado,31,40,22,20,0.7,0.8,2.9,47,32.6,114
3/29/17,538,Idarado,31,44,22,20.7,0,0.1,3.6,47,34.3,
3/30/17,538,Idarado,35,52,21,20.7,0.2,0.2,3.6,43,37.7,0
3/31/17,538,Idarado,31,40,24,20.9,0.2,0.2,3.8,43,37.7,50
4/1/17,538,Idarado,31,41,22,21.1,0.2,0.3,4,43,37.9,150
4/2/17,538,Idarado,35,46,30,21.3,0.1,0.1,0.2,43,38.6,0
4/3/17,538,Idarado,31,37,26,21.4,0.1,0.1,0.3,42,39.5,100
4/4/17,538,Idarado,23,34,11,21.5,0.8,0.8,0.4,41,40.7,88
4/5/17,538,Idarado,25,47,4,22.3,0,0.1,1.2,51,34.1,
4/6/17,538,Idarado,36,57,20,22.3,0.1,0.1,1.2,46,38,0
4/7/17,538,Idarado,42,58,28,22.4,0,0,1.3,43,40.7,
4/8/17,538,Idarado,42,51,32,22.4,0,0,1.3,41,41.5,
4/9/17,538,Idarado,31,42,17,22.4,0,0,1.3,40,41.8,
4/10/17,538,Idarado,31,49,14,22.4,0,0,1.3,40,41.8,
4/11/17,538,Idarado,39,53,22,22.4,0,0,1.3,39,42.8,
4/12/17,538,Idarado,44,59,33,22.4,0,0,1.3,38,42.9,
4/13/17,538,Idarado,44,57,31,22.4,0,0,1.3,36,43.9,
4/14/17,538,Idarado,42,58,30,22.4,0,0,1.3,36,42.8,
4/15/17,538,Idarado,39,56,28,22.4,0,0,1.3,34,43.5,
4/16/17,538,Idarado,40,58,27,22.4,0,0,1.3,33,43.3,
4/17/17,538,Idarado,42,57,29,22.4,0,0,1.3,32,43.1,
4/18/17,538,Idarado,45,60,32,22.4,0,0,1.3,30,44.3,
4/19/17,538,Idarado,43,54,30,22.4,0,0,1.3,28,42.5,
4/20/17,538,Idarado,39,52,29,22.4,0.2,0.2,1.3,27,42.6,0
4/21/17,538,Idarado,33,44,23,22.6,0,0.3,1.5,26,43.1,
4/22/17,538,Idarado,35,52,20,22.6,0,0,1.5,26,44.2,
4/23/17,538,Idarado,44,56,31,22.6,0.2,0.2,1.5,24,45,0
4/24/17,538,Idarado,42,48,34,22.8,0,0,1.7,22,43.6,
4/25/17,538,Idarado,31,42,26,22.8,0.4,0.5,1.7,21,44.3,125
4/26/17,538,Idarado,33,42,24,23.2,0.1,0.1,2.1,26,37.7,100
4/27/17,538,Idarado,31,41,20,23.3,0.4,0.5,2.2,25,39.6,125
4/28/17,538,Idarado,25,36,18,23.7,0.1,0.2,2.6,28,37.1,200
4/29/17,538,Idarado,27,38,22,23.8,0.3,0.3,2.7,30,35.3,67
4/30/17,538,Idarado,31,43,19,24.1,0.1,0.1,3,29,37.2,0
5/1/17,538,Idarado,38,50,30,24.2,0,0,3.1,27,40,
5/2/17,538,Idarado,38,52,28,24.2,0,0,0,26,41.2,
5/3/17,538,Idarado,39,52,29,24.2,0,0,0,25,42,
5/4/17,538,Idarado,44,62,28,24.2,0,0,0,24,42.1,
5/5/17,538,Idarado,47,65,33,24.2,0.1,0.1,0,21,43.8,0
5/6/17,538,Idarado,47,63,35,24.3,0.2,0.2,0.1,18,45,0
5/7/17,538,Idarado,47,59,37,24.5,0,0,0.3,17,41.2,
5/8/17,538,Idarado,43,59,33,24.5,0,0,0.3,14,39.3,
5/9/17,538,Idarado,38,50,31,24.5,0.2,0.2,0.3,14,36.4,0
5/10/17,538,Idarado,36,50,27,24.7,0.5,0.5,0.5,14,32.9,0
5/11/17,538,Idarado,42,56,32,25.2,0,0,1,14,31.4,
5/12/17,538,Idarado,46,60,32,25.2,0,0,1,12,31.7,
5/13/17,538,Idarado,48,62,36,25.2,0,0,1,8,32.5,
5/14/17,538,Idarado,46,58,35,25.2,0,0,1,5,30,
5/19/17,538,Idarado,29,41,15,26.3,0.1,0.1,2.1,10,13,0
5/20/17,538,Idarado,35,48,24,26.4,0,0,2.2,6,20,
11/10/17,538,Idarado,39,54,26,1.9,0,0,0.4,3,33.3,
11/11/17,538,Idarado,35,48,25,1.9,0,0,0.4,3,33.3,
11/12/17,538,Idarado,36,50,24,1.9,0,0,0.4,2,50,
11/18/17,538,Idarado,19,34,6,2.2,0,0,0.7,5,24,
11/19/17,538,Idarado,22,42,14,2.2,0,0,0.7,4,30,
11/20/17,538,Idarado,32,46,17,2.2,0,0,0.7,4,30,
11/21/17,538,Idarado,35,44,27,2.2,0.1,0.1,0.7,4,30,100
11/22/17,538,Idarado,35,50,27,2.3,0,0,0.8,4,32.5,
11/23/17,538,Idarado,36,56,28,2.3,0,0,0.8,3,43.3,
11/24/17,538,Idarado,40,56,29,2.3,0,0,0.8,3,43.3,
11/25/17,538,Idarado,35,52,28,2.3,0,0,0.8,2,60,
11/26/17,538,Idarado,38,57,30,2.3,0,0,0.8,2,60,
11/27/17,538,Idarado,42,53,31,2.3,0,0,0.8,2,60,
11/28/17,538,Idarado,32,42,26,2.3,0,0,0.8,2,60,
11/29/17,538,Idarado,34,49,27,2.3,0,0,0.8,2,60,
11/30/17,538,Idarado,34,46,27,2.3,0,0,0.8,2,60,
12/1/17,538,Idarado,36,46,30,2.3,0,0,0.8,2,55,
12/2/17,538,Idarado,36,49,29,2.3,0,0,0,2,55,
12/3/17,538,Idarado,36,47,29,2.3,0,0,0,2,55,
12/4/17,538,Idarado,17,29,8,2.3,0,0,0,2,55,
12/5/17,538,Idarado,15,32,4,2.3,0,0,0,3,36.7,
12/6/17,538,Idarado,16,31,5,2.3,0,0,0,3,36.7,
12/7/17,538,Idarado,10,20,-2,2.3,0,0,0,3,36.7,
12/8/17,538,Idarado,23,38,15,2.3,0,0,0,3,36.7,
12/9/17,538,Idarado,23,43,13,2.3,0.1,0.1,0,3,36.7,100
12/10/17,538,Idarado,24,42,16,2.4,0,0,0.1,3,40,
12/11/17,538,Idarado,28,48,19,2.4,0,0,0.1,3,40,
12/12/17,538,Idarado,29,47,22,2.4,0,0,0.1,3,40,
12/13/17,538,Idarado,30,45,21,2.4,0,0,0.1,3,40,
12/14/17,538,Idarado,20,31,9,2.4,0,0,0.1,3,40,
12/15/17,538,Idarado,22,41,9,2.4,0,0,0.1,3,40,
12/16/17,538,Idarado,32,43,22,2.4,0,0,0.1,3,40,
12/17/17,538,Idarado,22,36,14,2.4,0,0,0.1,3,40,
12/18/17,538,Idarado,22,40,12,2.4,0,0,0.1,3,40,
12/19/17,538,Idarado,25,41,16,2.4,0,0,0.1,3,40,
12/20/17,538,Idarado,31,39,20,2.4,0,0,0.1,3,40,
12/21/17,538,Idarado,20,31,9,2.4,0.2,0.2,0.1,3,40,100
12/22/17,538,Idarado,15,29,-1,2.6,0,0,0.3,7,20,
12/23/17,538,Idarado,28,34,19,2.6,0.1,0.1,0.3,6,23.3,0
12/24/17,538,Idarado,24,36,5,2.7,0.2,0.2,0.4,5,28,100
12/25/17,538,Idarado,30,38,21,2.9,0,0,0.6,6,26.7,
12/26/17,538,Idarado,27,41,15,2.9,0,0,0.6,7,22.9,
12/27/17,538,Idarado,28,46,14,2.9,0,0,0.6,6,26.7,
12/28/17,538,Idarado,28,43,19,2.9,0,0,0.6,6,26.7,
12/29/17,538,Idarado,29,47,20,2.9,0,0,0.6,6,26.7,
12/30/17,538,Idarado,39,51,27,2.9,0,0,0.6,6,26.7,
12/31/17,538,Idarado,32,43,19,2.9,0,0,0.6,6,26.7,
1/1/18,538,Idarado,24,42,15,2.9,0,0,0.6,6,26.7,
1/2/18,538,Idarado,18,35,10,2.9,0,0,0,6,26.7,
1/3/18,538,Idarado,25,46,14,2.9,0,0,0,6,26.7,
1/4/18,538,Idarado,25,41,16,2.9,0,0.1,0,6,26.7,
1/5/18,538,Idarado,28,44,19,2.9,0,0,0,6,28.3,
1/6/18,538,Idarado,31,38,24,2.9,0.4,0.4,0,6,28.3,50
1/7/18,538,Idarado,26,34,20,3.3,0.1,0.2,0.4,10,19,200
1/8/18,538,Idarado,31,43,20,3.4,0.2,0.2,0.5,12,17.5,50
1/9/18,538,Idarado,37,44,33,3.6,0,0,0.7,10,22,
1/10/18,538,Idarado,31,40,23,3.6,1,1,0.7,10,22,100
1/11/18,538,Idarado,20,31,12,4.6,0.1,0.1,1.7,22,14.5,100
1/12/18,538,Idarado,23,30,9,4.7,0.1,0.1,1.8,22,15,100
1/13/18,538,Idarado,19,36,9,4.8,0,0,1.9,19,17.9,
1/14/18,538,Idarado,21,36,13,4.8,0,0,1.9,19,17.9,
1/15/18,538,Idarado,20,38,8,4.8,0,0,1.9,17,20,
1/16/18,538,Idarado,15,34,6,4.8,0,0,1.9,17,20,
1/17/18,538,Idarado,18,37,8,4.8,0,0,1.9,17,20,
1/18/18,538,Idarado,26,45,13,4.8,0.1,0.1,1.9,16,21.2,100
1/19/18,538,Idarado,36,49,25,4.9,0,0,2,15,23.3,
1/20/18,538,Idarado,30,36,22,4.9,0.4,0.4,2,15,23.3,100
1/21/18,538,Idarado,14,22,10,5.3,0.4,0.4,2.4,21,18.6,100
1/22/18,538,Idarado,8,27,-7,5.7,0,0,2.8,24,17.9,
1/23/18,538,Idarado,10,30,-2,5.7,0,0,2.8,22,19.5,
1/24/18,538,Idarado,20,38,7,5.7,0.1,0.1,2.8,21,20.5,0
1/25/18,538,Idarado,29,42,14,5.8,0,0,2.9,20,21.5,
1/26/18,538,Idarado,16,28,-1,5.8,0.1,0.1,2.9,18,23.9,100
1/27/18,538,Idarado,17,37,-2,5.9,0,0,3,20,22,
1/28/18,538,Idarado,21,40,10,5.9,0,0,3,20,22,
1/29/18,538,Idarado,26,48,14,5.9,0,0,3,20,22,
1/30/18,538,Idarado,34,49,22,5.9,0,0,3,19,23.2,
1/31/18,538,Idarado,36,49,26,5.9,0,0,3,18,24.4,
2/1/18,538,Idarado,34,46,26,5.9,0,0,3,18,24.4,
2/2/18,538,Idarado,33,46,23,5.9,0,0,0,17,25.9,
2/3/18,538,Idarado,30,43,22,5.9,0,0,0,17,25.9,
2/4/18,538,Idarado,31,46,18,5.9,0,0,0,17,25.9,
2/5/18,538,Idarado,35,44,28,5.9,0.2,0.2,0,16,27.5,50
2/6/18,538,Idarado,24,33,8,6.1,0.6,0.6,0.2,18,25,100
2/7/18,538,Idarado,20,40,6,6.7,0,0,0.8,26,19.6,
2/8/18,538,Idarado,26,44,16,6.7,0.1,0.1,0.8,24,21.2,100
2/9/18,538,Idarado,32,47,19,6.8,0,0,0.9,23,22.6,
2/10/18,538,Idarado,25,36,13,6.8,0.7,0.7,0.9,22,23.6,86
2/11/18,538,Idarado,16,34,-1,7.5,0,0,1.6,29,20,
2/12/18,538,Idarado,26,32,16,7.5,0.6,0.6,1.6,28,20.7,83
2/13/18,538,Idarado,30,40,23,8.1,0.1,0.1,2.2,34,18.5,100
2/14/18,538,Idarado,30,37,24,8.2,0,0,2.3,31,20.6,
2/15/18,538,Idarado,27,38,15,8.2,0.1,0.1,2.3,28,22.9,100
2/16/18,538,Idarado,21,38,10,8.3,0.1,0.1,2.4,32,20.3,100
2/17/18,538,Idarado,23,43,7,8.4,0,0,2.5,30,22,
2/18/18,538,Idarado,30,44,16,8.4,0.1,0.1,2.5,29,22.8,100
2/19/18,538,Idarado,25,33,12,8.5,0.4,0.4,2.6,28,23.9,75
2/20/18,538,Idarado,8,18,-4,8.9,0,0,3,33,21.2,
2/21/18,538,Idarado,15,31,-5,8.9,0.2,0.2,3,31,22.6,100
2/22/18,538,Idarado,19,26,15,9.1,0.1,0.1,3.2,30,24,100
2/23/18,538,Idarado,17,25,12,9.2,0.2,0.2,3.3,31,23.5,100
2/24/18,538,Idarado,12,26,-1,9.4,0,0,3.5,32,23.4,
2/25/18,538,Idarado,15,29,6,9.4,0.1,0.1,3.5,31,24.2,100
2/26/18,538,Idarado,23,40,10,9.5,0,0,3.6,31,24.5,
2/27/18,538,Idarado,27,41,16,9.5,0,0,3.6,30,25.3,
2/28/18,538,Idarado,22,33,10,9.5,0,0,3.6,30,25.3,
3/1/18,538,Idarado,27,41,11,9.5,0,0,3.6,30,25.3,
3/2/18,538,Idarado,33,46,22,9.5,0,0,0,29,26.2,
3/3/18,538,Idarado,33,47,21,9.5,0,0,0,28,27.1,
3/4/18,538,Idarado,25,37,4,9.5,0.1,0.1,0,27,28.1,100
3/5/18,538,Idarado,10,30,-5,9.6,0,0,0.1,30,25.7,
3/6/18,538,Idarado,17,38,-1,9.6,0,0,0.1,29,26.6,
3/7/18,538,Idarado,26,44,8,9.6,0.1,0.1,0.1,29,26.6,100
3/8/18,538,Idarado,33,47,22,9.7,0,0,0.2,28,27.9,
3/9/18,538,Idarado,32,46,20,9.7,0,0,0.2,27,28.9,
3/10/18,538,Idarado,34,46,26,9.7,0,0,0.2,27,28.5,
3/11/18,538,Idarado,33,46,24,9.7,0,0,0.2,26,29.6,
3/12/18,538,Idarado,33,47,23,9.7,0,0,0.2,26,29.6,
3/13/18,538,Idarado,34,51,21,9.7,0,0,0.2,25,30.4,
3/14/18,538,Idarado,38,51,28,9.7,0,0,0.2,24,31.2,
3/15/18,538,Idarado,30,37,23,9.7,0.4,0.4,0.2,23,32.2,100
3/16/18,538,Idarado,27,40,20,10.1,0,0,0.6,28,27.9,
3/17/18,538,Idarado,32,42,23,10.1,0.2,0.2,0.6,26,30,100
3/18/18,538,Idarado,24,33,17,10.3,0.3,0.3,0.8,25,32,100
3/19/18,538,Idarado,19,33,7,10.6,0,0,1.1,30,27.7,
3/20/18,538,Idarado,21,38,4,10.6,0,0,1.1,29,28.6,
3/21/18,538,Idarado,32,46,15,10.6,0.1,0.1,1.1,28,29.6,0
3/22/18,538,Idarado,39,51,28,10.7,0.1,0.1,1.2,27,30.7,0
3/23/18,538,Idarado,36,44,26,10.8,0.1,0.1,1.3,26,31.9,0
3/24/18,538,Idarado,36,48,21,10.9,0,0,1.4,26,31.9,
3/25/18,538,Idarado,36,46,29,10.9,0,0,1.4,25,33.2,
3/26/18,538,Idarado,31,44,22,10.9,0.1,0.1,1.4,24,34.6,100
3/27/18,538,Idarado,28,43,16,11,0,0,1.5,24,35,
3/28/18,538,Idarado,28,42,15,11,0.3,0.3,1.5,24,35,67
3/29/18,538,Idarado,28,43,13,11.3,0,0,1.8,27,31.9,
3/30/18,538,Idarado,34,51,20,11.3,0,0,1.8,25,34.4,
3/31/18,538,Idarado,39,53,24,11.3,0,0,1.8,23,36.1,
4/1/18,538,Idarado,42,54,29,11.3,0,0,1.8,22,37.3,
4/2/18,538,Idarado,40,53,28,11.3,0,0,0,22,36.4,
4/3/18,538,Idarado,30,43,18,11.3,0,0,0,21,36.2,
4/4/18,538,Idarado,37,49,26,11.3,0,0,0,21,35.7,
4/5/18,538,Idarado,36,49,24,11.3,0.1,0.1,0,21,35.7,0
4/6/18,538,Idarado,40,47,35,11.4,0.1,0.1,0.1,19,37.9,0
4/7/18,538,Idarado,41,53,35,11.5,0.7,0.7,0.2,19,37.4,0
4/8/18,538,Idarado,37,48,28,12.2,0,0,0.9,18,37.2,
4/9/18,538,Idarado,33,46,24,12.2,0,0,0.9,17,38.2,
4/10/18,538,Idarado,38,57,22,12.2,0.1,0.1,0.9,16,40,0
4/11/18,538,Idarado,46,58,31,12.3,0,0,1,15,39.3,
4/12/18,538,Idarado,39,49,22,12.3,0.2,0.2,1,14,35.7,0
4/13/18,538,Idarado,21,26,17,12.5,0.6,0.6,1.2,14,35.7,100
4/14/18,538,Idarado,26,40,18,13.1,0,0,1.8,20,28,
4/15/18,538,Idarado,35,53,18,13.1,0.2,0.2,1.8,16,35,0
4/16/18,538,Idarado,42,50,33,13.3,0,0,2,14,38.6,
4/17/18,538,Idarado,32,41,16,13.3,0.3,0.3,2,13,40.8,100
4/18/18,538,Idarado,32,52,11,13.6,0,0,2.3,14,40,
4/19/18,538,Idarado,42,54,28,13.6,0,0,2.3,11,46.4,
4/20/18,538,Idarado,30,39,27,13.6,0.2,0.2,2.3,10,46,100
4/21/18,538,Idarado,32,43,26,13.8,0.3,0.3,2.5,14,34.3,100
4/22/18,538,Idarado,38,56,26,14.1,0,0,2.8,13,39.2,
4/23/18,538,Idarado,44,58,30,14.1,0,0,2.8,11,43.6,
4/24/18,538,Idarado,39,52,29,14.1,0,0,2.8,8,50,
4/25/18,538,Idarado,39,58,22,14.1,0,0,2.8,8,47.5,
4/26/18,538,Idarado,40,56,28,14.1,0,0,2.8,5,62,
4/27/18,538,Idarado,45,60,32,14.1,0,0,2.8,4,52.5,
11/23/18,538,Idarado,26,37,14,4.4,0,0,1.2,8,15,
11/24/18,538,Idarado,28,40,13,4.4,0.3,0.3,1.2,7,17.1,100
11/25/18,538,Idarado,11,28,0,4.7,0,0,1.5,10,15,
11/26/18,538,Idarado,16,35,4,4.7,0,0,1.5,9,16.7,
11/27/18,538,Idarado,26,42,14,4.7,0,0,1.5,8,18.8,
11/28/18,538,Idarado,35,41,29,4.7,0.1,0.1,1.5,7,21.4,100
11/29/18,538,Idarado,32,39,26,4.8,0,0,1.6,7,22.9,
11/30/18,538,Idarado,25,30,14,4.8,0.2,0.2,1.6,8,20,100
12/1/18,538,Idarado,17,28,4,5,0.4,0.4,1.8,10,18,100
12/2/18,538,Idarado,16,28,8,5.4,0,0,0.4,15,14.7,
12/3/18,538,Idarado,12,25,-2,5.4,0,0,0.4,14,15.7,
12/4/18,538,Idarado,8,22,-7,5.4,0.1,0.1,0.4,14,15.7,100
12/5/18,538,Idarado,30,39,17,5.5,0,0,0.5,12,19.2,
12/6/18,538,Idarado,29,34,20,5.5,0,0,0.5,12,19.2,
12/7/18,538,Idarado,23,35,14,5.5,0,0,0.5,12,19.2,
12/8/18,538,Idarado,20,36,10,5.5,0,0,0.5,12,19.2,
12/9/18,538,Idarado,14,33,6,5.5,0,0,0.5,12,19.2,
12/10/18,538,Idarado,23,42,7,5.5,0.1,0.1,0.5,12,19.2,100
12/11/18,538,Idarado,30,41,16,5.6,0,0,0.6,11,21.8,
12/12/18,538,Idarado,24,38,15,5.6,0.7,0.7,0.6,12,20,100
12/13/18,538,Idarado,11,27,-2,6.3,0,0,1.3,21,14.8,
12/14/18,538,Idarado,21,33,12,6.3,0,0,1.3,19,16.3,
12/15/18,538,Idarado,25,37,18,6.3,0.1,0.1,1.3,17,18.2,100
12/16/18,538,Idarado,24,36,16,6.4,0,0,1.4,17,18.8,
12/17/18,538,Idarado,30,41,19,6.4,0,0,1.4,16,20,
12/18/18,538,Idarado,23,37,15,6.4,0,0,1.4,15,21.3,
12/19/18,538,Idarado,24,31,11,6.4,0,0,1.4,15,21.3,
12/20/18,538,Idarado,21,40,10,6.4,0,0,1.4,15,21.3,
12/21/18,538,Idarado,31,43,19,6.4,0,0,1.4,15,21.3,
12/22/18,538,Idarado,22,31,4,6.4,0,0,1.4,15,21.3,
12/23/18,538,Idarado,25,37,5,6.4,0,0,1.4,15,21.3,
12/24/18,538,Idarado,25,32,16,6.4,0.4,0.4,1.4,15,21.3,100
12/25/18,538,Idarado,28,35,20,6.8,0.2,0.2,1.8,19,18.9,100
12/26/18,538,Idarado,25,30,18,7,0.2,0.2,2,21,18.1,100
12/27/18,538,Idarado,12,21,-1,7.2,0,0,2.2,22,18.2,
12/28/18,538,Idarado,8,18,-2,7.2,0.1,0.1,2.2,23,17.4,100
12/29/18,538,Idarado,3,20,-8,7.3,0,0,2.3,22,18.6,
12/30/18,538,Idarado,,,,7.3,0,0,2.3,22,18.6,
12/31/18,538,Idarado,15,22,6,7.3,0.2,0.2,2.3,21,19.5,100
1/1/19,538,Idarado,6,22,-5,7.5,0.2,0.2,2.5,22,19.5,100
1/2/19,538,Idarado,6,20,-4,7.7,0.1,0.1,0.2,24,18.8,100
1/3/19,538,Idarado,17,33,4,7.8,0.1,0.1,0.3,23,20,0
1/4/19,538,Idarado,26,38,19,7.9,0.1,0.1,0.4,22,20.9,100
1/5/19,538,Idarado,30,45,17,8,0.1,0.1,0.5,21,22.4,0
1/6/19,538,Idarado,28,35,14,8.1,0,0.2,0.6,21,22.4,
1/7/19,538,Idarado,22,34,12,8.1,0.1,0.1,0.6,27,18.1,100
1/8/19,538,Idarado,23,37,11,8.2,0.1,0.1,0.7,26,19.2,0
1/9/19,538,Idarado,31,45,21,8.3,0.1,0.1,0.8,25,20,0
1/10/19,538,Idarado,30,43,21,8.4,0,0,0.9,23,21.7,
1/11/19,538,Idarado,24,29,18,8.4,0,0.1,0.9,23,21.7,
1/12/19,538,Idarado,19,29,9,8.4,0,0.1,0.9,25,20.4,
1/13/19,538,Idarado,18,33,7,8.4,0.1,0.1,0.9,26,20,100
1/14/19,538,Idarado,20,33,12,8.5,0,0,1,26,20.4,
1/15/19,538,Idarado,29,43,15,8.5,0.3,0.3,1,25,21.2,33
1/16/19,538,Idarado,29,34,23,8.8,0.1,0.3,1.3,25,21.6,300
1/17/19,538,Idarado,29,41,18,8.9,0.2,0.2,1.4,28,20.4,100
1/18/19,538,Idarado,22,29,18,9.1,0.9,0.9,1.6,28,21.1,89
1/19/19,538,Idarado,17,34,4,10,0,0,2.5,37,18.1,
1/20/19,538,Idarado,26,42,17,10,0.1,0.1,2.5,35,19.1,0
1/21/19,538,Idarado,24,31,19,10.1,0.2,0.3,2.6,33,20.3,150
1/22/19,538,Idarado,13,22,-1,10.3,0,0.1,2.8,34,20.6,
1/23/19,538,Idarado,14,33,-4,10.3,0.3,0.3,2.8,35,20.3,33
1/24/19,538,Idarado,17,28,4,10.6,0.1,0.1,3.1,35,20.6,100
1/25/19,538,Idarado,14,30,2,10.7,0,0,3.2,36,20.3,
1/26/19,538,Idarado,14,32,1,10.7,0,0.1,3.2,35,20.9,
1/27/19,538,Idarado,22,43,10,10.7,0,0,3.2,34,21.8,
1/28/19,538,Idarado,14,25,1,10.7,0,0,3.2,33,22.4,
1/29/19,538,Idarado,16,36,2,10.7,0,0,3.2,33,22.4,
1/30/19,538,Idarado,15,37,1,10.7,0.1,0.1,3.2,32,23.1,0
1/31/19,538,Idarado,19,40,6,10.8,0.1,0.1,3.3,32,23.1,0
2/1/19,538,Idarado,22,41,11,10.9,0,0,3.4,31,23.9,
2/2/19,538,Idarado,29,44,15,10.9,0.1,0.1,0,31,23.9,100
2/3/19,538,Idarado,32,41,28,11,0.2,0.3,0.1,30,25,150
2/4/19,538,Idarado,31,38,25,11.2,0.1,0.1,0.3,33,23.6,0
2/5/19,538,Idarado,27,34,24,11.3,0.2,0.4,0.4,34,22.9,200
2/6/19,538,Idarado,17,25,7,11.5,0.3,0.3,0.6,38,21.6,67
2/7/19,538,Idarado,7,19,-6,11.8,0,0.1,0.9,40,21,
2/8/19,538,Idarado,16,32,-3,11.8,0.2,0.2,0.9,39,21.8,0
2/9/19,538,Idarado,20,32,6,12,0.1,0.1,1.1,37,23,0
2/10/19,538,Idarado,21,35,7,12.1,0,0,1.2,36,23.6,
2/11/19,538,Idarado,13,23,0,12.1,0,0.1,1.2,35,24.3,
2/12/19,538,Idarado,16,37,-1,12.1,0,0.1,1.2,36,23.9,
2/13/19,538,Idarado,30,41,14,12.1,0.5,0.5,1.2,36,24.2,80
2/14/19,538,Idarado,32,39,30,12.6,0.6,0.6,1.7,38,23.9,100
2/15/19,538,Idarado,29,39,13,13.2,0.1,0.2,2.3,46,21.1,200
2/16/19,538,Idarado,14,25,-3,13.3,0.2,0.2,2.4,45,22,100
2/17/19,538,Idarado,10,27,-4,13.5,0.1,0.1,2.6,46,22,0
2/18/19,538,Idarado,13,21,1,13.6,0.2,0.2,2.7,44,23,100
2/19/19,538,Idarado,11,16,2,13.8,0.2,0.2,2.9,44,23.4,100
2/20/19,538,Idarado,10,23,0,14,0.1,0.1,3.1,45,23.3,100
2/21/19,538,Idarado,18,23,13,14.1,0.3,0.3,3.2,45,23.6,100
2/22/19,538,Idarado,21,27,15,14.4,0.6,0.6,3.5,46,23.7,83
2/23/19,538,Idarado,12,28,-1,15,0,0,4.1,51,22.4,
2/24/19,538,Idarado,17,36,-2,15,0.1,0.1,4.1,50,22.8,100
2/25/19,538,Idarado,25,41,11,15.1,0.1,0.1,4.2,48,24,0
2/26/19,538,Idarado,30,44,15,15.2,0,0,4.3,47,24.5,
2/27/19,538,Idarado,33,45,23,15.2,0,0.1,4.3,45,25.6,
2/28/19,538,Idarado,31,39,20,15.2,0.1,0.1,4.3,45,25.8,0
3/1/19,538,Idarado,35,44,29,15.3,0.1,0.1,4.4,44,26.4,100
3/2/19,538,Idarado,34,39,30,15.4,0.4,0.4,0.1,44,26.6,100
3/3/19,538,Idarado,30,38,27,15.8,1,1,0.5,49,24.7,100
3/4/19,538,Idarado,25,36,10,16.8,0.4,0.5,1.5,58,22.6,125
3/5/19,538,Idarado,25,46,5,17.2,0.1,0.1,1.9,59,23.1,100
3/6/19,538,Idarado,35,38,31,17.3,0.4,0.4,2,55,24.9,100
3/7/19,538,Idarado,32,38,26,17.7,0.2,0.2,2.4,57,24.7,100
3/8/19,538,Idarado,28,36,21,17.9,0.7,0.7,2.6,57,25.1,100
3/9/19,538,Idarado,24,36,17,18.6,0.1,0.1,3.3,66,22.7,100
3/10/19,538,Idarado,28,40,18,18.7,0,0,3.4,61,24.8,
3/11/19,538,Idarado,31,44,23,18.7,0.4,0.5,3.4,58,26,125
3/12/19,538,Idarado,34,40,29,19.1,1,1.2,3.8,60,26,120
3/13/19,538,Idarado,25,31,16,20.1,1.2,1.2,4.8,67,25.1,92
3/14/19,538,Idarado,18,34,2,21.3,0.1,0.1,6,81,22.1,0
